M,MNi,max_LC,skew,CV_LC,mad,
0.3,0.01,2.6725e+41,4.4756,1.6587,4.2829e+40
0.3,0.03,9.8635e+41,5.4436,1.8101,1.4012e+41
0.3,0.05,1.7856e+42,5.9867,1.8951,2.3756e+41
0.3,0.069,2.5826e+42,6.3838,1.9562,3.277e+41
0.3,0.089,3.4495e+42,6.7383,2.0092,4.1968e+41
0.3,0.109,4.3307e+42,7.0521,2.0546,5.0878e+41
0.3,0.129,5.2312e+42,7.3373,2.0946,5.9518e+41
0.3,0.149,6.132e+42,7.6008,2.1304,6.7909e+41
0.3,0.168,7.0117e+42,7.8351,2.1614,7.5666e+41
0.3,0.188,7.9317e+42,8.0678,2.1914,8.3623e+41
0.3,0.208,8.843e+42,8.2884,2.2191,9.1382e+41
0.3,0.228,9.7904e+42,8.4985,2.245,9.8955e+41
0.3,0.248,1.0732e+43,8.6995,2.2691,1.0636e+42
0.3,0.267,1.1618e+43,8.8829,2.2908,1.1324e+42
0.3,0.287,1.2543e+43,9.0688,2.3123,1.2033e+42
0.3,0.307,1.3473e+43,9.2482,2.3327,1.2728e+42
0.3,0.327,1.4433e+43,9.4215,2.352,1.341e+42
0.3,0.347,1.5386e+43,9.5894,2.3705,1.4079e+42
0.3,0.366,1.6284e+43,9.7441,2.3873,1.4703e+42
0.3,0.386,1.7221e+43,9.9025,2.4042,1.5348e+42
0.3,0.406,1.8149e+43,10.056,2.4204,1.5983e+42
0.3,0.426,1.9068e+43,10.206,2.436,1.6607e+42
0.3,0.446,1.9993e+43,10.353,2.451,1.7221e+42
0.3,0.465,2.091e+43,10.488,2.4647,1.7796e+42
0.3,0.485,2.1868e+43,10.628,2.4787,1.8392e+42
0.3,0.505,2.2819e+43,10.764,2.4922,1.8978e+42
0.3,0.525,2.3763e+43,10.897,2.5053,1.9557e+42
0.3,0.545,2.47e+43,11.028,2.5179,2.0127e+42
0.3,0.564,2.5581e+43,11.149,2.5296,2.0661e+42
0.584,2.4666e+43,9.1674,2.3301,2.338e+42
0.4,0.604,2.5556e+43,9.2602,2.3404,2.4035e+42
0.4,0.624,2.6442e+43,9.3513,2.3506,2.4684e+42
0.4,0.644,2.7321e+43,9.4409,2.3604,2.5326e+42
0.4,0.663,2.8159e+43,9.5246,2.3695,2.5929e+42
0.4,0.683,2.9083e+43,9.6113,2.3789,2.6559e+42
0.4,0.703,3.0003e+43,9.6966,2.3881,2.7182e+42
0.4,0.723,3.092e+43,9.7805,2.397,2.78e+42
0.4,0.743,3.1832e+43,9.8632,2.4058,2.8412e+42
0.4,0.762,3.2695e+43,9.9406,2.4139,2.8988e+42
0.4,0.782,3.3599e+43,10.021,2.4223,2.9588e+42
0.4,0.802,3.4499e+43,10.1,2.4305,3.0184e+42
0.4,0.822,3.5393e+43,10.178,2.4386,3.0774e+42
0.4,0.842,3.6283e+43,10.255,2.4465,3.1359e+42
0.4,0.861,3.7124e+43,10.327,2.4538,3.191e+42
0.4,0.881,3.8004e+43,10.402,2.4614,3.2486e+42
0.4,0.901,3.8879e+43,10.476,2.4688,3.3056e+42
0.4,0.921,3.9749e+43,10.55,2.4761,3.3622e+42
0.4,0.941,4.0613e+43,10.622,2.4833,3.4184e+42
0.4,0.96,4.1454e+43,10.69,2.49,3.4713e+42
0.4,0.98,4.2374e+43,10.76,2.4969,3.5266e+42
0.4,1.0,4.3291e+43,10.83,2.5037,3.5815e+42
1.2,0.01,8.6525e+40,1.9428,1.0589,1.5246e+40
1.2,0.03,3.6698e+41,2.4386,1.2421,7.5123e+40
1.2,0.05,7.0971e+41,2.7218,1.322,1.4475e+41
1.2,0.069,1.071e+42,2.9163,1.371,2.154e+41
1.2,0.089,1.479e+42,3.0786,1.4092,2.8966e+41
1.2,0.109,1.9096e+42,3.2134,1.4394,3.6781e+41
1.2,0.129,2.3589e+42,3.3292,1.4644,4.4745e+41
1.2,0.149,2.8232e+42,3.431,1.4859,5.2833e+41
1.2,0.168,3.2788e+42,3.5179,1.5038,6.0612e+41
1.2,0.188,3.7687e+42,3.6011,1.5207,6.8887e+41
1.2,0.208,4.2713e+42,3.6774,1.536,7.7091e+41
1.2,0.228,4.781e+42,3.7481,1.55,8.5221e+41
1.2,0.248,5.3041e+42,3.814,1.5629,9.3666e+41
1.2,0.267,5.8062e+42,3.8728,1.5743,1.0173e+42
1.2,0.287,6.3407e+42,3.9312,1.5856,1.1026e+42
1.2,0.307,6.8872e+42,3.9866,1.5962,1.1882e+42
1.2,0.327,7.438e+42,4.0392,1.6062,1.2741e+42
1.2,0.347,7.9924e+42,4.0895,1.6158,1.3602e+42
1.2,0.366,8.5265e+42,4.1353,1.6244,1.4421e+42
1.2,0.386,9.0975e+42,4.1816,1.6331,1.5285e+42
1.2,0.406,9.6716e+42,4.2261,1.6415,1.6151e+42
1.2,0.426,1.0249e+43,4.2691,1.6495,1.7016e+42
1.2,0.446,1.0828e+43,4.3106,1.6572,1.7883e+42
1.2,0.465,1.1387e+43,4.3489,1.6643,1.8706e+42
1.2,0.485,1.1982e+43,4.388,1.6715,1.9573e+42
1.2,0.505,1.258e+43,4.4259,1.6784,2.044e+42
1.2,0.525,1.3179e+43,4.4628,1.6852,2.1307e+42
1.2,0.545,1.3781e+43,4.4988,1.6918,2.2173e+42
1.2,0.564,1.4354e+43,4.5321,1.6978,2.2995e+42
1.2,0.584,1.4963e+43,4.5664,1.704,2.386e+42
1.2,0.604,1.5581e+43,4.5998,1.7101,2.4725e+42
1.2,0.624,1.6202e+43,4.6326,1.716,2.5588e+42
1.2,0.644,1.6823e+43,4.6646,1.7217,2.6451e+42
1.2,0.663,1.7415e+43,4.6945,1.7271,2.727e+42
1.2,0.683,1.804e+43,4.7253,1.7326,2.813e+42
1.2,0.703,1.8665e+43,4.7555,1.738,2.899e+42
1.2,0.723,1.9291e+43,4.7852,1.7432,2.9848e+42
1.2,0.743,1.9922e+43,4.8143,1.7484,3.0705e+42
1.2,0.762,2.0533e+43,4.8416,1.7532,3.1518e+42
1.2,0.782,2.1176e+43,4.8698,1.7581,3.2373e+42
1.2,0.802,2.182e+43,4.8976,1.763,3.3226e+42
1.2,0.822,2.2466e+43,4.9249,1.7678,3.4078e+42
1.2,0.842,2.3112e+43,4.9518,1.7725,3.4929e+42
1.2,0.861,2.3727e+43,4.977,1.7768,3.5735e+42
1.2,0.881,2.4375e+43,5.0032,1.7814,3.6583e+42
1.2,0.901,2.5023e+43,5.029,1.7858,3.7429e+42
1.2,0.921,2.5672e+43,5.0544,1.7902,3.8274e+42
1.2,0.941,2.6321e+43,5.0795,1.7945,3.9117e+42
1.2,0.96,2.6945e+43,5.1031,1.7985,3.9917e+42
1.2,0.98,2.7611e+43,5.1276,1.8027,4.0757e+42
1.2,1.0,2.8278e+43,5.1518,1.8068,4.1596e+42
2.0,0.01,5.0422e+40,1.5606,0.77687,3.8705e+39
2.0,0.03,2.2405e+41,1.7953,0.98225,3.4182e+40
2.0,0.05,4.4324e+41,1.9734,1.0729,7.7765e+40
2.0,0.069,6.7885e+41,2.1059,1.1282,1.2925e+41
2.0,0.089,9.4888e+41,2.2211,1.171,1.8708e+41
2.0,0.109,1.2369e+42,2.3191,1.2046,2.5233e+41
2.0,0.129,1.5404e+42,2.4046,1.2321,3.1386e+41
2.0,0.149,1.857e+42,2.4808,1.2554,3.8256e+41
2.0,0.168,2.1682e+42,2.5463,1.2747,4.4901e+41
